44614	0
44614.00694	0
44614.01389	0
44614.02083	0
44614.02778	0
44614.03472	0
44614.04167	0
44614.04861	0
44614.05556	0
44614.0625	0
44614.06944	0
44614.07639	0
44614.08333	0
44614.09028	0
44614.09722	0
44614.10417	0
44614.11111	0
44614.11806	0
44614.125	0
44614.13194	0
44614.13889	0
44614.14583	0
44614.15278	0
44614.15972	0
44614.16667	0
44614.17361	0
44614.18056	0
44614.1875	0
44614.19444	0
44614.20139	0
44614.20833	0
44614.21528	0
44614.22222	0
44614.22917	0
44614.23611	0
44614.24306	0
44614.25	0
44614.25694	0
44614.26389	0
44614.27083	0
44614.27778	0
44614.28472	0
44614.29167	0
44614.29861	0
44614.30556	0
44614.3125	0
44614.31944	0
44614.32639	0
44614.33333	0
44614.34028	0
44614.34722	0
44614.35417	0
44614.36111	0
44614.36806	0
44614.375	0
44614.38194	0
44614.38889	0
44614.39583	0
44614.40278	0
44614.40972	0
44614.41667	0
44614.42361	0
44614.43056	0
44614.4375	0
44614.44444	0
44614.45139	0
44614.45833	0
44614.46528	0
44614.47222	0
44614.47917	0
44614.48611	0
44614.49306	0
44614.5	0
44614.50694	0
44614.51389	0
44614.52083	0
44614.52778	0
44614.53472	0
44614.54167	0
44614.54861	0
44614.55556	0
44614.5625	0
44614.56944	0
44614.57639	0
44614.58333	0
44614.59028	0
44614.59722	0
44614.60417	0
44614.61111	0
44614.61806	0
44614.625	0
44614.63194	0
44614.63889	0
44614.64583	0
44614.65278	0
44614.65972	0
44614.66667	0
44614.67361	0
44614.68056	0
44614.6875	0
44614.69444	0
44614.70139	0
44614.70833	0
44614.71528	0
44614.72222	0
44614.72917	0
44614.73611	0
44614.74306	0
44614.75	0
44614.75694	0
44614.76389	0
44614.77083	0
44614.77778	0
44614.78472	0
44614.79167	0
44614.79861	0
44614.80556	0
44614.8125	0
44614.81944	0
44614.82639	0
44614.83333	0
44614.84028	0
44614.84722	0
44614.85417	0
44614.86111	0
44614.86806	0
44614.875	0
44614.88194	0
44614.88889	0
44614.89583	0
44614.90278	0
44614.90972	0
44614.91667	0
44614.92361	0
44614.93056	0
44614.9375	0
44614.94444	0
44614.95139	0
44614.95833	0
44614.96528	0
44614.97222	0
44614.97917	0
44614.98611	0
44614.99306	0
44615	0
44615.00694	0
44615.01389	0
44615.02083	0
44615.02778	0
44615.03472	0
44615.04167	0
44615.04861	0
44615.05556	0
44615.0625	0
44615.06944	0
44615.07639	0
44615.08333	0
44615.09028	0
44615.09722	0
44615.10417	0
44615.11111	0
44615.11806	0
44615.125	0
44615.13194	0
44615.13889	0
44615.14583	0
44615.15278	0
44615.15972	0
44615.16667	0
44615.17361	0
44615.18056	0
44615.1875	0
44615.19444	0
44615.20139	0
44615.20833	0
44615.21528	0
44615.22222	0
44615.22917	0
44615.23611	0
44615.24306	0
44615.25	0
44615.25694	0
44615.26389	0
44615.27083	0
44615.27778	0
44615.28472	0
44615.29167	0
44615.29861	0
44615.30556	0
44615.3125	0
44615.31944	0
44615.32639	0
44615.33333	0
44615.34028	0
44615.34722	0
44615.35417	0
44615.36111	0
44615.36806	0
44615.375	0
44615.38194	0
44615.38889	0
44615.39583	0
44615.40278	0
44615.40972	0
44615.41667	0
44615.42361	0
44615.43056	0
44615.4375	0
44615.44444	0
44615.45139	0
44615.45833	0
44615.46528	0
44615.47222	0
44615.47917	0
44615.48611	0
44615.49306	0
44615.5	0
44615.50694	0
44615.51389	0
44615.52083	0
44615.52778	0
44615.53472	0
44615.54167	0
44615.54861	0
44615.55556	0
44615.5625	0
44615.56944	0
44615.57639	0
44615.58333	0
44615.59028	0
44615.59722	0
44615.60417	0
44615.61111	0
44615.61806	0
44615.625	0
44615.63194	0
44615.63889	0
44615.64583	0
44615.65278	0
44615.65972	0
44615.66667	0
44615.67361	0
44615.68056	0
44615.6875	0
44615.69444	0
44615.70139	0
44615.70833	0
44615.71528	0
44615.72222	0
44615.72917	0
44615.73611	0
44615.74306	0
44615.75	0
44615.75694	0
44615.76389	0
44615.77083	0
44615.77778	0
44615.78472	0
44615.79167	0
44615.79861	0
44615.80556	0
44615.8125	0
44615.81944	0
44615.82639	0
44615.83333	0
44615.84028	0
44615.84722	0
44615.85417	0
44615.86111	0
44615.86806	0
44615.875	0
44615.88194	0
44615.88889	0
44615.89583	0
44615.90278	0
44615.90972	0
44615.91667	0
44615.92361	0
44615.93056	0
44615.9375	0
44615.94444	0
44615.95139	0
44615.95833	0
44615.96528	0
44615.97222	0
44615.97917	0
44615.98611	0
44615.99306	0
44616	0
44616.00694	0
44616.01389	0
44616.02083	0
44616.02778	0
44616.03472	0
44616.04167	0
44616.04861	0
44616.05556	0
44616.0625	0
44616.06944	0
44616.07639	0
44616.08333	0
44616.09028	0
44616.09722	0
44616.10417	0
44616.11111	0
44616.11806	0
44616.125	0
44616.13194	0
44616.13889	0
44616.14583	0
44616.15278	0
44616.15972	0
44616.16667	0
44616.17361	0
44616.18056	0
44616.1875	0
44616.19444	0
44616.20139	0
44616.20833	0
44616.21528	0
44616.22222	0
44616.22917	0
