44584	0
44584.00694	0
44584.01389	0
44584.02083	0
44584.02778	0
44584.03472	0
44584.04167	0
44584.04861	0
44584.05556	0
44584.0625	0
44584.06944	0
44584.07639	0
44584.08333	0
44584.09028	0
44584.09722	0
44584.10417	0
44584.11111	0
44584.11806	0
44584.125	0
44584.13194	0
44584.13889	0
44584.14583	0
44584.15278	0
44584.15972	0
44584.16667	0
44584.17361	0
44584.18056	0
44584.1875	0
44584.19444	0
44584.20139	0
44584.20833	0
44584.21528	0
44584.22222	0
44584.22917	0
44584.23611	0
44584.24306	0
44584.25	0
44584.25694	0
44584.26389	0
44584.27083	0
44584.27778	0
44584.28472	0
44584.29167	0
44584.29861	0
44584.30556	0
44584.3125	0
44584.31944	0
44584.32639	0
44584.33333	0
44584.34028	0
44584.34722	0
44584.35417	0
44584.36111	0
44584.36806	0
44584.375	0
44584.38194	0
44584.38889	0
44584.39583	0
44584.40278	0
44584.40972	0
44584.41667	0
44584.42361	0
44584.43056	0
44584.4375	0
44584.44444	0
44584.45139	0
44584.45833	0
44584.46528	0
44584.47222	0
44584.47917	0
44584.48611	0
44584.49306	0
44584.5	0
44584.50694	0
44584.51389	0
44584.52083	0
44584.52778	0
44584.53472	0
44584.54167	0
44584.54861	0
44584.55556	0.2
44584.5625	1.1
44584.56944	1
44584.57639	0.3
44584.58333	0.6
44584.59028	0.5
44584.59722	1.3
44584.60417	0.9
44584.61111	0.3
44584.61806	0.2
44584.625	0.2
44584.63194	0.1
44584.63889	0.1
44584.64583	0.1
44584.65278	0
44584.65972	0
44584.66667	0.1
44584.67361	0
44584.68056	0.1
44584.6875	0.1
44584.69444	0
44584.70139	0.1
44584.70833	0.1
44584.71528	0
44584.72222	0
44584.72917	0
44584.73611	0.1
44584.74306	0
44584.75	0.1
44584.75694	0
44584.76389	0
44584.77083	0.2
44584.77778	0.2
44584.78472	0
44584.79167	0
44584.79861	0.1
44584.80556	0.1
44584.8125	0
44584.81944	0
44584.82639	0
44584.83333	0
44584.84028	0.1
44584.84722	0.1
44584.85417	0
44584.86111	0
44584.86806	0
44584.875	0
44584.88194	0
44584.88889	0
44584.89583	0
44584.90278	0
44584.90972	0
44584.91667	0
44584.92361	0
44584.93056	0
44584.9375	0
44584.94444	0
44584.95139	0
44584.95833	0
44584.96528	0
44584.97222	0
44584.97917	0
44584.98611	0
44584.99306	0
44585	0
