0	0	0	8.02	7.76	22.53	3.63	0	30.23	0	29.01	3.62	0	0	0	0.89	0	5.21	0	0	2.25	2.16	1.31	0	176.2	636.05	1.29	0	0	0	0	68.62	0	0	0	4.63	0	0	10.06	4.2	0	0	0	0	0.71	0.96	0	0	0	0	0	0.84	0	0	0	0	0	0	0	0	0	0	8.71	1.11	0	0	0	0	0	0	0	0	0	7.99	4.01	0	0	0	0	0
0	0	0	2.95	0	0	7.87	0	184.87	0	342.74	68.3	0	0	20.72	1.24	0	815.72	0	0	0	9.34	2888.83	0	76.56	10.97	3.24	0	0	0	0	9544.66	0	24.46	0	13.71	0	3.91	258.23	33.85	0	8	4781.66	0	0	2062.52	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	42.51	20.68	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
0	0	0	0	0	0	0.36	0	10.89	0	7.31	0.68	0	0	0	0.89	0	0	0	0	0	5.38	0.67	0	34.5	0	0	0	0	0	0	19.83	0	4.39	0	0.55	0	0	0	1.23	0	0	0	0	0	5.47	0	0	0	0	0	3.11	0	0	0	0	0	0	0	0	0	0	3.52	0	0	0	0	0	0	0	0	0	0	0	2.06	0	0	0	0	0
6.66	1.64	0	7.8	14.68	18.49	2.28	14.06	99.32	52.95	490.85	92.02	0	0	20.07	1.68	0	212.87	0	0	0	9.3	138.38	0	600.87	3.44	0	0	0	0	0.29	1927.36	0	71.06	0	6.83	0	0	511.53	7.03	0	0	267.87	0	0.86	41.17	0	0	0	0	0	2.61	0	3.53	0	0	0	0	0	0	0	0	7.32	0.51	0	0	0.73	0	1.15	0	0	0	0	0	6.33	0	0	0	0	0
0	0	0	6.88	18.58	30	1.5	0	111.21	0	661.81	126.4	0	0	29.14	0.85	0	290.63	0	0	0	9.08	55.05	0	258.56	3.59	0	0	0	0	0.38	1981.27	0	76.62	0	8.9	0	0	677.86	7.11	0	0	124.38	0	0	26.45	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	7.68	0	0	0	0	0	0	0	0	0	0	8.72	4.77	0	0	0	0	0
0	0	0	6.58	20.68	23.8	5.04	0	107.5	0	328.71	73.78	0	0	20.15	1.26	0	378.66	0	0	0	7.61	907.04	0	433.69	13.44	0	0	6.64	0	0	3028.99	0	36.11	0	13.36	0	0	546.09	33.38	0	0	1558.16	0	4.21	509.42	0	0	0	0	0	7.5	0	0	0	0	0	139.66	0	0	0	0	34.33	5.82	0	0	0	0	0	0	0	0	0	10.97	8.28	0	0	0	0	0
7.02	0	0	30.95	127.1	86.47	0.63	0	64.05	39.3	1278.89	305.54	0	0	58.04	0	0	468.36	0	0	0	5.93	2.71	0	30.72	0	0	19.79	0	0	1.2	1016.73	0	130.97	0	7.82	0	0	747.32	15.9	0	0	13.8	0	0	0.94	0	0	0.4	0	0	2.65	0	0	33.24	0	0	0	0	1.85	0	0	4.5	1.81	0	0	0	0	0	0	0	0	0	0	4.59	0	0	0	0	0
0	0	0.41	12.96	38.07	38.25	0.77	0	39.06	723.32	627.04	82.7	0	0	27.68	0	0	241.76	0	0	0	0	5.11	0	0.44	0	0	0	6.5	0	0	101.16	0	57.21	0	4.54	0	0	595.06	3.43	0	0	36.43	0	0	6.6	0	0	0	0	0	1.35	0	0	88.05	0	0	0	0	0	0	0	0	1.13	0	0	0	0	44.87	0	0	431.03	0	21.39	132.93	0.94	16.37	0	0	0
3.85	0	0	1.26	0	0	1.85	0	0	428.56	6.44	0	0	0	0	8.93	0	0	0	0.42	0	4.23	0.63	0	50.04	0	0	0	3.16	0	0	14.59	0	0	0	0.97	0	0	3.72	6.14	0	0	0	0	2.07	0.96	0	0	0	0	0	57.91	0	0	14.94	0	0	0	5.36	0	0	0	18.54	2.96	0	0	0	0	0	0	0	0	0	0	5.68	0	0	0	0	0
0	0	0.75	2.44	0	0	0.76	0	9.76	26.58	58.31	0	0	0	0	0	0	0	0	0	0	2.59	0.65	0	12.93	0	0	0	0	0	0	3.83	0	6.42	0	0.15	0	0	0.67	12.5	0	0	0	0	0	0.54	0	0	0	0.42	0	5.18	0	0	1.78	0	0	0	0	0	0	0	6.04	8.45	0	0	0	0	0	0	0	0	0	0	2.96	0	0	0	0	0
0	0	0.3	7.25	0	0	0	0	5.97	620.94	12.12	0	0	0	0	3.3	0	0	0	0.55	0	0.61	0.24	0	108.67	0	0	0	0	0	0	15.22	0	0	0	0.55	0	0	2.58	2.6	0	0	0	0	0	0	0	0	0	0	0	5.18	0	0	22.59	0	0	0	7.21	0	0	0	3.83	1.09	0	0	0	0	0	0	0	0	0	0	11.39	0	0	0	0	0
0	0	0.55	1.18	0	0	0	0	0	53.98	89.06	2.75	0	0	7.92	0.48	0	0	0	0	3.25	0	0.65	0	37.42	0	0	0	0	0	0	13.31	0	0	0	0.82	0	0	2.77	1.02	0	0	0	0	1.54	0	0	0	0	0	0	1.71	0	0	3.18	0	0	0	0	0	0	0	6.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.009	0	0	0	0	0	0	5.467	0	2.336	0.139	0	0	0	0	0	0	0	0	0	0	0.027	0.025	0.186	0	0	0	0	0	0	0.222	0	0.447	0	0	0	0	0.082	0.098	0	0	0	0	0	0.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.009	0	0	0	0	0	0	5.026	0	3.879	0.277	0	0	0	0	0	0	0	0	0	0	0.011	0.024	0.206	0	0	0	0	0	0	0.261	0	0.869	0	0	0	0	0.063	0.089	0	0	0	0	0	0.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.395	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.01	0	0	0	0	0	0	1.68	0	2.063	0.119	0	0	0	0	0	0	0	0	0	0	0.037	0	0.257	0	0	0	0	0	0	1.416	0	0.599	0	0	0	0	0.092	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.005	0	0.022	0	0	0	0	1.836	0	4.719	0.394	0	0	0	0	0	0	0	0	0	0	0.027	0	0.358	0	0	0	0	0	0	1.681	0	0.976	0	0	0	0	0.169	0.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.004	0	0.333	0.179	0.309	0	0	19.682	0	2.886	0.154	0	0	0	0	0	0	0	0	0	0	0.08	0	0.141	0	0	0	0	0	0	9.842	0	0.689	0	0	0	0	0.348	0.168	0	0	0	0	0	0.259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172	0.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.003	0	0.562	0.589	0.661	0	0	22.25	0	7.354	0.438	0	0	0	0	0	0	0	0	0	0	0.074	0	0.086	0	0	0	0	0	0	54.239	0	1.68	0	0	0	0	0.441	0.176	0	0	0	0	0	0.254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323	0.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.003	0	0.158	0	0	0	0	2.533	0	2.773	0.074	0	0	0	0	0	0	0	0	0	0	0.362	0	0.267	0	0	0	0	0	0	2.788	0	0.787	0	0	0	0	3.408	1.109	0	0	0	0	0	2.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.002	0	0.278	0.406	1.012	0	0	2.924	0	5.044	0.172	0	0	0	0	0	0	0	0	0	0	0.055	0	0.115	0	0	0	0	0	0	5.248	0	1.087	0	0	0	0	9.562	1.742	0	0	0	0	0	1.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571	0.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.004	0	0.094	0	0	0	0	9.359	0	2.178	0.042	0	0	0	0	0	0	0	0	0	0	68.792	0	0.377	0	0	0	0	0	0	54.745	0	0.813	0	0	0	0	0.306	0.42	0	0	0	0	0	305.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.291	0.239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.004	0	0.12	0	0	0	0	7.61	0	3.553	0.097	0	0	0	0	0	0	0	0	0	0	19.293	0	0.174	0	0	0	0	0	0	15.796	0	0.894	0	0	0	0	0.316	0.434	0	0	0	0	0	108.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
